tipo_duplicado,lon,lat,n
redondeado_6_decimales,-89.149872,17.313385,19
redondeado_6_decimales,-89.149836,16.482228,19
redondeado_6_decimales,-89.149767,17.304352,19
redondeado_6_decimales,-89.149736,16.473195,19
redondeado_6_decimales,-89.149662,17.295319,19
redondeado_6_decimales,-89.149636,16.464161,19
redondeado_6_decimales,-89.149557,17.286286,19
redondeado_6_decimales,-89.149537,16.455128,19
redondeado_6_decimales,-89.149452,17.277254,19
redondeado_6_decimales,-89.149437,16.446094,19
redondeado_6_decimales,-89.149347,17.268221,19
redondeado_6_decimales,-89.149338,16.43706,19
redondeado_6_decimales,-89.149243,17.259188,19
redondeado_6_decimales,-89.149238,16.428027,19
redondeado_6_decimales,-89.149139,16.418993,19
redondeado_6_decimales,-89.149138,17.250155,19
redondeado_6_decimales,-89.14904,16.409959,19
redondeado_6_decimales,-89.149033,17.241122,19
redondeado_6_decimales,-89.148941,16.400926,19
redondeado_6_decimales,-89.148929,17.232089,19
redondeado_6_decimales,-89.148842,16.391892,19
redondeado_6_decimales,-89.148824,17.223056,19
redondeado_6_decimales,-89.148742,16.382858,19
redondeado_6_decimales,-89.14872,17.214023,19
redondeado_6_decimales,-89.148643,16.373825,19
redondeado_6_decimales,-89.148616,17.20499,19
redondeado_6_decimales,-89.148545,16.364791,19
redondeado_6_decimales,-89.148511,17.195957,19
redondeado_6_decimales,-89.148446,16.355757,19
redondeado_6_decimales,-89.148407,17.186924,19
